SA2_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
402021028,14,8,13,0,5,3,12,38,3,96,3,8,22,0,4,0,26,8,0,67,108,53,229,4,103,37,166,211,22,934,10,11,31,0,18,4,40,21,6,140,56,18,413,9,77,17,92,160,16,855,46,20,37,3,33,45,71,28,5,285,160,15,57,7,65,598,120,140,11,1172,79,10,38,94,7,101,8,166,4,501,34,5,20,9,99,4,321,16,3,520,6,16,8,0,19,3,0,0,0,48,31,28,0,5,112,3,0,0,6,185,14,8,8,7,19,34,6,0,0,87,17,106,54,0,59,0,0,11,0,253,22,38,36,43,59,4,14,201,8,415,106,147,102,236,166,0,17,30,12,819,44,290,18,262,65,3,7,7,0,701,60,368,57,713,227,10,10,71,9,1530,6,11,4,26,6,10,0,3,0,72,23,25,188,48,30,8,10,44,0,373,27,21,46,17,34,11,62,50,58,328
402021029,32,0,0,0,6,0,12,79,0,137,0,6,12,0,3,0,25,15,3,57,40,25,149,7,66,25,127,253,21,708,3,3,7,0,12,0,38,14,0,83,25,8,236,10,49,3,78,149,12,568,15,3,20,0,20,30,73,41,9,216,105,14,46,11,32,448,103,99,5,860,47,0,43,77,4,97,6,168,0,435,16,4,21,5,70,8,289,25,0,450,5,7,5,0,10,0,0,0,0,38,0,12,0,0,71,7,0,0,6,104,0,0,4,0,10,24,6,9,0,58,11,53,35,0,43,0,4,7,0,156,9,38,23,50,44,3,22,226,7,426,22,42,34,157,91,0,9,21,12,383,13,110,7,156,58,0,0,9,4,349,30,150,38,581,113,7,7,86,11,1020,10,9,3,17,5,3,0,7,0,47,11,14,130,44,20,4,9,32,3,280,15,9,30,8,27,18,59,72,91,323
402021030,20,0,0,0,0,0,3,61,0,93,0,0,5,0,0,0,3,0,0,11,16,10,74,3,12,0,75,160,3,350,3,0,10,0,0,7,13,9,0,44,14,0,94,0,13,6,24,68,9,235,0,0,12,0,3,10,21,11,0,67,25,0,21,3,7,162,21,44,5,281,12,0,20,32,3,36,7,56,0,168,8,4,11,6,28,4,118,17,0,183,6,0,8,0,5,4,0,0,0,19,0,0,0,0,18,4,0,0,0,31,0,0,0,0,5,8,0,5,0,21,0,22,10,0,15,0,0,0,0,52,0,10,20,23,16,7,7,127,4,208,4,20,15,33,32,0,3,3,0,112,8,31,10,50,18,0,0,0,3,121,6,73,28,222,47,0,7,44,3,439,5,0,0,4,0,0,0,0,0,21,3,0,58,16,6,4,9,15,3,115,10,10,25,9,11,8,36,46,62,214
402021031,16,0,9,0,0,0,9,58,0,90,4,5,17,0,0,0,20,4,0,49,45,32,118,6,41,8,102,155,3,510,8,3,13,0,8,3,19,6,5,65,28,7,267,4,40,4,54,104,25,540,16,7,19,0,27,18,55,19,0,161,74,13,30,5,29,361,56,74,4,645,55,0,25,67,3,57,5,72,0,292,14,3,18,3,62,14,174,20,8,321,5,12,10,0,10,3,0,0,0,40,7,15,0,5,59,8,0,0,0,88,0,0,3,0,12,11,0,3,0,41,17,74,26,0,41,3,3,0,0,168,13,10,15,24,41,5,11,128,0,251,34,64,35,115,92,5,10,28,6,385,20,130,17,128,43,0,5,13,0,362,30,176,39,377,116,3,9,53,11,826,9,13,11,13,3,3,0,4,0,54,18,8,109,24,22,0,5,23,5,223,9,13,23,10,20,12,39,48,77,254
402021032,104,3,13,0,13,4,16,70,0,225,3,5,26,0,0,0,26,9,0,75,100,43,174,4,84,17,115,161,17,717,9,8,29,0,23,5,31,14,7,125,51,13,344,5,81,10,124,166,18,808,36,10,29,0,39,40,63,30,6,251,152,25,60,8,58,518,86,114,3,1027,68,0,41,67,9,90,5,108,5,397,39,8,26,6,99,16,276,17,12,499,0,15,15,0,14,4,0,0,0,47,10,34,7,0,102,5,0,0,0,164,11,6,6,0,19,29,3,3,0,76,22,98,62,4,60,3,7,3,3,259,15,45,30,33,66,3,9,116,3,319,55,98,93,182,104,4,14,14,7,580,24,202,19,178,49,0,0,4,7,486,51,261,40,591,177,8,10,46,4,1196,17,8,3,29,9,10,0,3,5,79,21,17,187,47,36,4,4,32,3,342,31,12,44,26,28,10,38,37,78,306
402021033,20,4,4,0,0,0,0,5,0,31,0,0,3,0,0,0,3,0,0,8,25,10,26,0,11,3,11,10,3,107,5,4,10,0,7,0,3,0,0,32,23,4,87,0,25,0,11,30,0,178,8,0,9,0,0,12,10,0,0,41,20,0,4,0,7,62,3,18,0,115,9,0,3,13,5,9,0,12,0,56,17,0,3,0,6,5,12,4,0,50,0,0,5,0,5,0,0,3,0,13,7,4,0,0,5,0,0,0,0,14,0,0,0,0,4,11,0,0,0,20,13,34,13,0,14,0,0,3,0,78,0,4,10,4,6,0,0,15,0,36,17,28,14,20,18,0,0,3,4,105,10,72,9,34,16,0,0,0,0,150,11,58,0,48,27,0,0,9,5,163,0,0,0,7,8,0,0,0,0,15,4,5,44,7,11,0,0,0,0,72,12,0,4,0,6,0,5,0,10,32
402021034,11,0,7,0,5,0,8,42,0,71,0,0,12,0,0,0,9,3,0,19,27,9,90,4,21,20,90,150,10,421,3,0,3,0,6,3,15,9,0,44,9,3,118,9,14,0,51,89,11,304,13,0,10,0,16,10,40,34,0,122,65,4,19,0,22,270,42,65,5,482,31,0,28,51,7,44,7,70,5,236,9,0,10,0,45,5,177,17,3,278,0,7,3,0,7,0,4,5,0,24,4,8,0,0,25,0,0,0,0,39,0,0,5,0,7,3,0,4,0,22,4,25,14,0,23,3,4,4,0,86,4,9,16,31,22,9,10,162,4,272,8,24,11,62,43,0,8,11,0,175,11,46,12,56,18,0,0,6,0,150,16,90,23,315,64,0,11,53,3,572,5,5,3,7,4,3,0,4,0,30,5,10,56,20,6,0,12,11,0,131,17,4,20,9,14,4,31,62,68,242
402021035,260,5,9,0,21,3,12,49,4,362,5,0,5,0,4,0,9,0,0,23,27,9,44,0,29,7,37,54,0,205,5,7,3,0,8,0,14,3,0,32,23,7,96,0,21,0,33,43,5,224,18,8,9,0,11,15,36,14,4,111,39,7,9,0,16,114,7,23,3,228,15,0,10,22,0,20,4,10,0,82,18,0,10,0,20,6,100,7,5,164,0,5,0,0,4,0,0,0,0,15,5,10,0,0,27,0,0,0,0,51,3,0,0,0,0,5,0,0,0,11,9,32,9,0,19,0,0,0,0,71,4,12,3,10,12,0,4,40,3,94,17,21,16,47,44,0,0,3,0,160,12,71,7,47,9,0,0,0,0,152,14,87,18,125,49,6,0,15,0,306,6,3,4,3,5,0,0,0,3,21,6,3,52,14,8,0,0,10,0,91,12,3,9,9,10,9,14,21,25,121
402031036,53,0,5,0,6,0,17,85,5,176,3,19,14,0,5,0,12,3,0,63,86,86,173,7,61,29,102,299,11,863,4,36,26,0,15,9,23,16,4,131,70,48,581,6,77,5,57,124,13,986,47,36,32,0,40,47,52,42,4,293,170,58,67,13,51,597,89,134,8,1182,136,5,204,194,22,113,32,236,7,954,24,29,22,7,107,10,483,32,10,725,7,55,33,0,28,5,0,3,0,144,31,97,5,4,160,10,0,3,4,308,14,11,3,3,19,23,4,4,0,80,66,427,87,0,58,8,3,13,10,675,37,55,38,54,63,8,16,313,8,589,90,194,51,173,199,0,0,13,18,742,52,463,26,152,61,0,5,12,9,770,61,645,71,827,207,0,19,91,11,1936,21,24,21,48,11,5,0,12,4,143,23,41,204,91,39,13,15,59,4,482,27,30,69,22,40,18,62,69,122,463
402031038,10,11,5,0,4,0,10,41,6,81,8,24,20,0,11,0,14,6,0,79,91,105,126,6,58,33,97,174,10,699,14,48,11,0,27,10,10,4,0,139,102,55,372,12,72,16,27,113,9,784,55,35,32,4,43,22,52,21,3,260,153,80,49,12,47,516,57,107,6,1027,156,12,164,168,30,100,16,184,3,828,39,24,16,16,94,12,333,16,7,554,22,52,43,0,22,31,0,0,5,170,41,126,7,4,177,20,0,0,0,375,12,7,9,0,19,55,7,8,0,124,110,560,104,0,120,3,5,11,11,920,41,44,32,58,75,7,10,277,8,551,102,248,31,125,212,0,6,23,10,756,73,574,21,175,99,4,0,11,6,960,86,844,87,801,249,6,5,92,9,2193,29,27,8,49,11,3,0,11,0,138,42,48,153,78,35,13,9,52,3,437,30,58,24,23,41,18,49,44,91,382
402031175,20,6,7,0,5,0,0,20,0,61,6,23,12,0,4,0,7,7,0,56,96,90,105,5,47,31,47,152,4,579,17,40,17,0,23,4,7,3,0,111,94,41,241,7,75,15,25,71,5,579,30,35,17,0,42,25,17,13,3,185,133,64,41,5,38,385,34,91,8,797,137,14,114,139,22,75,14,150,8,656,32,17,10,10,78,12,182,10,3,356,10,48,29,0,23,15,0,0,0,125,45,111,5,0,167,10,0,0,3,339,11,16,0,4,23,43,0,3,0,106,86,387,77,7,106,8,0,4,6,672,46,33,26,30,49,3,11,149,3,346,102,221,51,164,192,0,10,16,7,764,60,442,23,125,74,0,3,8,5,736,73,744,74,527,178,8,10,47,10,1673,24,20,8,36,11,3,0,3,3,108,34,45,120,67,25,8,4,28,0,343,41,42,33,27,36,20,30,30,56,321
402031176,0,0,9,0,0,0,7,9,3,26,0,6,9,0,4,0,9,0,0,24,32,41,78,8,38,10,47,94,5,355,7,14,11,0,10,3,4,0,0,56,29,17,218,5,35,7,32,55,7,395,19,8,13,0,21,17,18,11,0,104,67,22,24,0,21,248,18,80,0,502,57,4,66,55,12,50,4,68,3,321,21,4,8,4,45,4,168,8,3,273,11,21,7,0,15,4,0,0,0,55,11,40,0,3,80,0,0,0,0,134,8,3,4,0,8,20,0,0,0,53,26,139,41,0,68,3,4,0,0,278,17,23,14,19,29,0,6,89,10,215,31,82,24,81,91,0,6,9,6,334,21,208,13,89,49,4,0,7,4,393,36,253,37,419,92,3,0,36,11,886,18,9,3,17,5,0,0,0,0,59,10,24,107,30,16,7,3,29,0,228,9,21,24,8,17,11,19,21,41,172
402041039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041040,18,3,10,0,3,0,0,32,0,64,3,4,16,0,0,0,6,3,0,32,50,42,150,4,63,20,91,116,5,550,14,7,19,0,18,5,9,7,0,86,26,19,323,5,42,6,49,101,10,581,23,23,22,4,36,24,53,19,4,211,89,25,40,4,36,353,49,72,3,676,59,3,52,86,6,82,12,125,7,426,17,11,16,3,102,10,247,23,8,431,9,21,15,0,6,7,0,4,0,63,10,33,6,0,119,21,0,0,0,193,6,0,8,0,17,27,3,8,0,70,30,162,51,0,66,4,0,5,3,327,22,23,32,29,41,0,8,162,5,321,44,93,37,93,139,8,5,13,13,453,33,247,22,114,69,0,0,7,0,499,38,371,56,522,152,6,11,63,10,1233,12,8,7,26,5,5,0,6,4,72,22,25,134,52,32,9,12,32,0,310,15,11,41,12,29,13,37,41,50,254
402041041,10,0,9,0,6,0,7,25,0,62,4,5,10,0,3,0,19,3,0,44,80,41,150,3,61,26,101,132,10,593,19,12,19,0,29,3,21,8,5,112,60,18,411,0,75,3,57,122,18,770,37,13,18,0,38,32,58,19,4,215,82,27,55,3,48,396,41,88,4,751,73,0,42,82,12,79,10,129,0,418,18,11,29,8,89,12,203,18,5,387,3,24,11,0,21,7,0,0,3,75,18,45,3,0,102,10,0,0,3,179,6,4,11,0,19,28,8,7,5,80,21,128,61,0,57,7,3,7,8,292,14,21,28,32,50,3,11,151,3,312,45,85,35,125,110,4,11,13,4,428,37,246,20,162,64,0,0,3,6,541,46,296,60,524,149,8,8,55,7,1150,11,11,17,30,6,0,0,5,3,88,23,25,168,40,49,10,5,39,0,366,29,21,47,12,32,10,35,46,67,305
402041042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041043,88,3,9,0,4,3,13,87,4,219,0,6,6,0,0,0,9,0,0,26,68,29,163,8,41,30,137,314,12,800,8,11,15,0,14,7,29,3,3,80,47,17,341,11,44,3,65,129,23,680,18,13,29,0,28,31,46,50,3,222,92,28,45,7,36,388,81,94,3,779,62,3,78,106,9,81,19,143,6,515,33,17,21,8,107,14,347,24,7,573,10,15,20,0,16,5,0,0,4,85,6,26,0,0,72,6,0,0,3,118,0,0,0,0,11,16,3,8,0,42,11,140,47,0,46,7,3,6,8,266,19,31,29,33,45,0,18,230,7,405,30,78,27,124,118,5,8,17,5,415,24,170,25,149,53,0,0,12,7,438,22,289,57,660,117,9,14,74,5,1248,10,12,7,21,3,14,0,8,3,67,14,15,137,80,27,4,7,53,0,342,31,24,53,19,17,9,57,59,80,355
402041044,156,0,7,0,5,0,15,109,3,305,0,3,13,0,5,0,19,10,0,53,87,38,189,11,69,32,168,331,10,930,6,10,25,0,26,5,43,12,0,130,25,24,338,0,52,9,92,149,15,704,38,17,36,0,42,37,74,51,0,295,102,8,47,4,49,450,94,122,6,888,62,3,45,104,9,107,9,128,0,472,37,10,32,10,148,9,319,34,8,607,0,13,9,0,18,11,0,0,5,59,8,33,0,3,89,8,0,0,7,157,10,5,5,0,17,24,3,7,0,68,17,93,49,5,42,6,3,6,0,218,20,27,28,39,46,3,20,220,5,404,39,61,20,107,116,9,12,28,5,404,16,166,21,165,54,0,0,4,5,425,42,231,40,593,154,5,14,64,16,1152,9,5,9,39,7,0,0,5,0,78,7,8,162,68,32,7,7,43,4,343,32,15,55,17,30,18,51,77,70,370
402041046,69,0,4,0,3,0,9,106,3,203,0,4,5,0,0,0,14,0,0,33,48,24,162,8,45,15,140,357,17,805,5,9,14,0,10,7,26,12,0,81,26,15,300,8,47,6,47,116,16,577,20,5,22,4,30,21,64,42,4,201,68,16,46,5,26,377,78,77,9,701,47,0,45,78,6,67,13,129,4,402,24,0,13,0,84,9,252,18,6,414,5,15,10,0,15,9,0,0,0,48,7,26,0,0,75,3,0,0,0,104,5,0,0,0,15,25,3,6,0,56,12,86,33,0,42,5,0,6,4,192,14,13,32,32,51,4,17,188,0,352,23,46,16,99,109,3,7,20,12,333,20,160,20,133,44,0,3,4,0,382,19,238,52,642,98,3,13,59,10,1123,3,6,12,19,0,3,0,3,0,54,14,15,138,74,26,6,4,37,0,320,29,11,45,25,24,14,52,109,89,387
402041047,24,6,3,0,8,0,4,31,0,76,9,0,15,0,3,0,30,0,0,61,100,44,205,6,86,29,115,183,14,770,13,13,28,0,24,8,30,10,0,121,72,18,435,14,96,13,86,141,18,889,36,11,27,0,54,47,53,25,5,253,115,25,63,11,57,469,54,90,4,890,83,3,42,96,12,82,16,140,0,476,36,8,26,8,107,11,224,20,0,446,16,21,19,0,20,13,0,0,0,93,15,40,3,0,95,7,0,0,0,165,21,9,4,3,24,33,3,12,3,105,21,136,63,0,81,0,4,5,3,316,18,38,33,33,65,5,12,170,5,377,45,100,56,126,147,8,8,28,12,528,37,267,24,190,57,0,3,0,5,586,56,275,42,512,196,5,7,59,14,1165,10,17,11,32,9,3,4,8,0,94,16,19,182,61,46,3,10,26,0,366,29,14,49,12,41,12,42,55,61,314
402041048,135,7,7,0,10,4,17,133,5,311,4,3,14,0,5,0,11,9,0,39,65,41,180,9,67,17,145,346,15,874,4,9,17,0,11,0,45,3,4,100,27,13,289,12,37,6,77,120,14,580,24,9,23,0,38,34,73,57,3,265,85,16,44,9,39,418,89,111,10,814,68,0,39,98,0,83,19,142,3,451,27,4,15,0,92,13,289,28,5,466,9,11,11,0,16,10,5,0,4,62,6,15,0,0,59,4,0,0,3,101,3,6,3,0,5,23,3,5,0,55,11,80,48,0,41,0,3,7,6,191,12,28,24,30,46,0,19,172,6,349,48,101,91,317,101,0,33,32,8,734,18,129,21,128,44,0,5,9,8,350,34,187,45,560,134,8,7,67,10,1059,11,6,3,13,3,5,0,3,3,50,12,11,124,63,25,5,8,32,7,290,20,17,61,21,39,18,64,84,91,403
402041171,56,4,8,0,3,7,3,27,4,113,8,15,12,0,4,0,23,3,0,60,99,100,110,8,63,22,47,125,8,587,19,35,13,0,12,6,15,4,3,105,72,51,235,3,41,14,47,64,14,550,34,13,17,7,45,22,38,14,5,204,127,57,38,6,39,353,36,61,8,728,98,5,74,141,9,74,9,125,0,530,48,32,13,10,72,7,190,17,0,384,17,33,15,0,11,20,0,0,3,98,27,86,0,0,143,16,0,0,14,278,14,12,3,0,16,37,0,5,0,89,65,338,48,0,69,5,0,6,4,535,16,43,16,29,52,7,10,80,6,266,121,205,61,189,143,3,8,8,13,757,54,379,14,110,67,0,0,8,0,636,67,520,41,431,158,11,4,29,13,1275,9,13,11,37,6,4,0,3,0,78,25,20,94,47,26,9,0,13,0,236,31,30,23,6,32,18,27,30,41,239
402041172,14,0,4,0,4,0,0,25,0,50,0,0,7,0,0,0,0,0,0,13,36,26,85,4,30,13,51,106,0,362,4,3,7,0,4,8,4,0,0,36,21,13,158,4,29,3,22,55,4,305,8,7,22,0,14,10,27,15,5,110,47,16,14,5,13,190,26,36,3,360,32,0,41,49,6,33,5,66,0,236,17,4,3,0,39,6,131,5,0,200,3,3,12,0,4,9,0,0,0,37,0,17,0,0,28,3,0,0,3,57,3,3,0,0,5,5,0,4,0,20,17,104,25,0,18,7,3,4,0,173,11,10,19,20,19,3,4,74,5,165,17,59,16,37,55,5,5,14,9,211,8,123,8,69,20,0,0,0,0,236,15,154,35,278,71,3,9,24,3,587,0,12,0,6,5,0,0,0,0,25,3,6,79,29,17,8,8,24,0,176,15,13,20,16,21,8,26,21,49,185
