sa2_code,dist_nearest_competitor_km,competitors_within_5km,competitors_within_10km
206011496,3.225251256366112,3,10
206011497,2.162898461739968,1,11
206011498,3.605730689540769,2,11
206021110,3.229391185367843,5,11
206021112,1.9190394804567978,3,10
206021499,2.188114093529763,5,10
206021500,2.121068285560093,3,9
206031113,0.4712251803062441,1,11
206031115,1.2606638008218227,1,11
206031116,1.3375023364283403,2,11
206031501,2.1042744499552084,3,8
206031502,2.915236532960589,2,8
206041117,2.32819060194427,6,9
206041118,1.501604229638417,3,8
206041119,1.6683593045937704,5,11
206041120,1.2967160365050956,1,11
206041121,2.0013630273243046,2,11
206041124,3.051995473784838,4,9
206041125,2.8634408508528755,4,9
206041127,3.304068467742279,2,10
206041503,2.6052573214537453,5,10
206041504,2.5873413188789183,5,9
206041505,1.747412030013792,5,9
206041506,3.2878277769393485,4,9
206041507,2.4270121898059096,5,10
206041508,0.9401965358109289,5,10
206041509,1.549845449904469,5,10
206041510,2.447348508887495,5,9
206051128,2.1149605044401305,3,9
206051129,2.619076054064025,2,8
206051130,1.5020191120313104,1,9
206051134,2.806728427909601,3,9
206051511,2.587287798368736,1,7
206051512,1.0229838328521885,4,9
206051513,3.8700868820547236,3,9
206051514,4.15951826297994,3,9
206061135,2.6279168648360534,4,9
206061136,3.7288590436660316,6,9
206061138,2.794566416573327,5,8
206061515,1.9260747348791614,4,9
206061516,2.717019162841115,4,9
206071139,0.6655853566788238,4,10
206071140,1.9036519481561294,5,9
206071141,1.3051243977419293,5,10
206071142,1.6658836953207907,5,10
206071143,0.6711027923191755,5,9
206071145,2.067032551004459,4,9
206071517,0.8010286809149456,5,11
206071518,0.37401405870794496,4,11
207011146,3.003958831712347,1,10
207011147,5.627307429463814,0,8
207011148,4.89764344781582,1,9
207011149,2.7298309473147153,1,10
207011150,1.8877821056853916,1,9
207011152,2.5822557133685082,3,9
207011154,3.8993480006278274,2,9
207011155,4.449553624507831,1,10
207011519,1.9804310902048268,5,10
207011520,2.956796338239379,4,9
207011521,3.543755674746504,3,9
207011522,2.1614367604408256,4,10
207021156,3.392444941580743,1,10
207021157,3.3136116434111607,1,6
207021159,3.7817472098091907,3,7
207021160,5.005367742172382,0,6
207021424,2.015964329172383,1,5
207021425,0.699383749878087,2,5
207031161,3.4264115709177942,2,4
207031162,4.98563221447276,1,5
207031163,5.72717228924463,0,4
207031164,3.9648706610299733,1,4
207031165,5.529119279131136,0,6
207031166,5.34502850850981,0,6
207031167,5.9838681927271375,0,9
208011168,2.45925507600005,1,6
208011169,0.6493984818935943,3,8
208011170,2.3183476718955145,3,7
208011171,1.47356191111398,3,7
208011172,1.792368263644398,3,7
208011173,3.19603974355671,2,6
208021174,1.8075542838253174,4,8
208021176,3.0902433891687764,2,10
208021177,0.959904054428349,3,9
208021178,1.0008271315317918,4,12
